This file was created by CMPT_ME_BEME_OP_INV_RETS using the 202407 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and BEME.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. 
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
200906,   0.2325,   0.4567,   0.6490,   0.9338,   1.8181,   0.2076,   0.4338,   0.5922,   0.8145,   1.5403,   0.1856,   0.3808,   0.5191,   0.7914,   1.6060,   0.1816,   0.3536,   0.4992,   0.7831,   1.3004,   0.1882,   0.3453,   0.5648,   0.8525,   1.0820
200907,   0.2642,   0.5450,   0.8139,   1.1032,   2.1946,   0.2399,   0.5355,   0.8205,   1.0430,   1.9143,   0.2615,   0.5080,   0.6824,   0.9354,   1.6815,   0.2296,   0.4844,   0.6982,   1.0087,   1.7991,   0.2423,   0.5442,   0.7677,   0.9715,   1.9447
200908,   0.2648,   0.5482,   0.8113,   1.1050,   2.2229,   0.2404,   0.5445,   0.8259,   1.0354,   1.8822,   0.2609,   0.5102,   0.6787,   0.9407,   1.6713,   0.2300,   0.4846,   0.7005,   1.0050,   1.7717,   0.2426,   0.5429,   0.7675,   0.9725,   1.9777
200909,   0.2642,   0.5487,   0.8203,   1.1384,   2.3891,   0.2396,   0.5519,   0.8322,   1.0458,   1.9553,   0.2620,   0.5110,   0.6823,   0.9469,   1.6784,   0.2282,   0.4852,   0.7045,   1.0110,   1.9148,   0.2428,   0.5433,   0.7714,   0.9756,   2.0747
200910,   0.2620,   0.5537,   0.8160,   1.1231,   2.4476,   0.2395,   0.5559,   0.8299,   1.0457,   1.9427,   0.2610,   0.5128,   0.6809,   0.9482,   1.6866,   0.2287,   0.4859,   0.6963,   1.0130,   1.9004,   0.2411,   0.5459,   0.7717,   0.9730,   2.0429
200911,   0.2661,   0.5580,   0.8158,   1.1094,   2.3798,   0.2414,   0.5540,   0.8296,   1.0595,   1.9175,   0.2633,   0.5139,   0.6836,   0.9465,   1.6328,   0.2277,   0.4876,   0.6966,   1.0052,   1.8390,   0.2410,   0.5438,   0.7709,   0.9771,   2.0113
200912,   0.2668,   0.5580,   0.8123,   1.1180,   2.4075,   0.2415,   0.5577,   0.8261,   1.0544,   1.9619,   0.2635,   0.5131,   0.6828,   0.9368,   1.6139,   0.2273,   0.4859,   0.6974,   1.0146,   1.8266,   0.2415,   0.5441,   0.7707,   0.9787,   2.0175
201001,   0.2703,   0.5600,   0.8129,   1.1221,   2.4690,   0.2414,   0.5652,   0.8231,   1.0492,   1.9477,   0.2635,   0.5099,   0.6797,   0.9355,   1.5936,   0.2283,   0.4844,   0.6910,   1.0079,   1.7843,   0.2401,   0.5408,   0.7693,   0.9802,   2.0033
201002,   0.2673,   0.5610,   0.8213,   1.1307,   2.4867,   0.2411,   0.5759,   0.8277,   1.0665,   1.9479,   0.2652,   0.5127,   0.6880,   0.9431,   1.6286,   0.2288,   0.4828,   0.6955,   1.0134,   1.8412,   0.2413,   0.5464,   0.7724,   0.9819,   2.0219
201003,   0.2671,   0.5580,   0.8191,   1.1273,   2.4872,   0.2419,   0.5694,   0.8336,   1.0627,   1.9584,   0.2654,   0.5071,   0.6860,   0.9415,   1.5988,   0.2284,   0.4828,   0.6912,   1.0099,   1.8412,   0.2415,   0.5429,   0.7723,   0.9817,   2.0181
201004,   0.2638,   0.5564,   0.8214,   1.1345,   2.5245,   0.2432,   0.5689,   0.8289,   1.0673,   1.9820,   0.2654,   0.5074,   0.6847,   0.9523,   1.5991,   0.2287,   0.4849,   0.6912,   1.0191,   1.8668,   0.2408,   0.5452,   0.7748,   0.9819,   2.0434
201005,   0.2610,   0.5614,   0.8244,   1.1398,   2.5611,   0.2430,   0.5698,   0.8243,   1.0718,   2.0017,   0.2658,   0.5104,   0.6907,   0.9576,   1.6252,   0.2282,   0.4855,   0.6913,   1.0263,   1.8805,   0.2402,   0.5465,   0.7778,   0.9864,   2.0459
201006,   0.2611,   0.5615,   0.8253,   1.1284,   2.4948,   0.2420,   0.5676,   0.8217,   1.0654,   1.9795,   0.2659,   0.5096,   0.6911,   0.9594,   1.6151,   0.2278,   0.4870,   0.6925,   1.0227,   1.8600,   0.2403,   0.5446,   0.7781,   0.9846,   2.0464
201007,   0.2342,   0.4718,   0.6503,   0.8430,   1.5677,   0.1995,   0.4441,   0.6207,   0.8357,   1.3988,   0.2161,   0.4366,   0.6184,   0.8294,   1.3784,   0.2189,   0.4253,   0.6028,   0.8344,   1.3397,   0.2315,   0.4263,   0.6500,   0.8646,   1.3986
201008,   0.2345,   0.4721,   0.6532,   0.8470,   1.5784,   0.2025,   0.4492,   0.6199,   0.8403,   1.3916,   0.2163,   0.4380,   0.6184,   0.8315,   1.3853,   0.2189,   0.4265,   0.6036,   0.8342,   1.3454,   0.2320,   0.4272,   0.6517,   0.8695,   1.3963
201009,   0.2342,   0.4730,   0.6555,   0.8510,   1.5754,   0.2003,   0.4489,   0.6182,   0.8412,   1.3919,   0.2155,   0.4360,   0.6182,   0.8333,   1.3852,   0.2212,   0.4258,   0.6026,   0.8346,   1.3345,   0.2311,   0.4276,   0.6533,   0.8679,   1.3911
201010,   0.2316,   0.4718,   0.6548,   0.8530,   1.5651,   0.2001,   0.4501,   0.6190,   0.8439,   1.3891,   0.2132,   0.4342,   0.6213,   0.8333,   1.3779,   0.2205,   0.4266,   0.6057,   0.8362,   1.3401,   0.2311,   0.4282,   0.6543,   0.8681,   1.3931
201011,   0.2293,   0.4739,   0.6558,   0.8533,   1.5595,   0.2016,   0.4493,   0.6193,   0.8453,   1.3803,   0.2148,   0.4327,   0.6209,   0.8524,   1.3800,   0.2198,   0.4276,   0.6045,   0.8353,   1.3455,   0.2310,   0.4281,   0.6532,   0.8701,   1.3858
201012,   0.2284,   0.4682,   0.6596,   0.8524,   1.5548,   0.2029,   0.4486,   0.6183,   0.8445,   1.3794,   0.2139,   0.4313,   0.6198,   0.8505,   1.3586,   0.2195,   0.4272,   0.6053,   0.8338,   1.3396,   0.2306,   0.4280,   0.6514,   0.8701,   1.3904
201101,   0.2290,   0.4677,   0.6600,   0.8556,   1.5635,   0.2021,   0.4538,   0.6187,   0.8454,   1.3645,   0.2128,   0.4327,   0.6225,   0.8574,   1.3688,   0.2205,   0.4286,   0.6073,   0.8351,   1.3772,   0.2311,   0.4288,   0.6535,   0.8725,   1.3987
201102,   0.2285,   0.4648,   0.6599,   0.8578,   1.5593,   0.2019,   0.4528,   0.6200,   0.8480,   1.3721,   0.2127,   0.4311,   0.6241,   0.8563,   1.3679,   0.2226,   0.4290,   0.6075,   0.8337,   1.3523,   0.2318,   0.4294,   0.6546,   0.8725,   1.3984
201103,   0.2236,   0.4613,   0.6593,   0.8699,   1.5738,   0.2034,   0.4523,   0.6208,   0.8449,   1.3699,   0.2122,   0.4311,   0.6239,   0.8452,   1.3697,   0.2189,   0.4285,   0.6059,   0.8400,   1.3363,   0.2307,   0.4303,   0.6557,   0.8720,   1.3888
201104,   0.2228,   0.4590,   0.6573,   0.8675,   1.5607,   0.2001,   0.4504,   0.6216,   0.8428,   1.3631,   0.2107,   0.4301,   0.6237,   0.8431,   1.3681,   0.2172,   0.4292,   0.6050,   0.8386,   1.3322,   0.2295,   0.4308,   0.6580,   0.8730,   1.3847
201105,   0.2240,   0.4562,   0.6582,   0.8674,   1.5537,   0.1994,   0.4498,   0.6199,   0.8424,   1.3651,   0.2071,   0.4277,   0.6247,   0.8420,   1.3690,   0.2172,   0.4291,   0.6038,   0.8403,   1.3142,   0.2289,   0.4299,   0.6563,   0.8726,   1.3795
201106,   0.2224,   0.4566,   0.6536,   0.8649,   1.5526,   0.1991,   0.4476,   0.6175,   0.8470,   1.3621,   0.2082,   0.4291,   0.6231,   0.8408,   1.3698,   0.2165,   0.4282,   0.6037,   0.8319,   1.3015,   0.2280,   0.4294,   0.6569,   0.8719,   1.3748
201107,   0.1760,   0.3999,   0.5654,   0.7683,   1.3329,   0.1684,   0.3445,   0.4985,   0.6941,   1.1319,   0.1744,   0.3555,   0.4823,   0.6527,   1.1626,   0.1689,   0.3406,   0.4745,   0.6871,   1.0596,   0.1686,   0.3518,   0.5095,   0.6716,   1.1652
201108,   0.1755,   0.3994,   0.5675,   0.7719,   1.3372,   0.1668,   0.3454,   0.4995,   0.6928,   1.1182,   0.1747,   0.3544,   0.4819,   0.6529,   1.1575,   0.1687,   0.3403,   0.4718,   0.6954,   1.0548,   0.1674,   0.3523,   0.5092,   0.6734,   1.1598
201109,   0.1766,   0.3950,   0.5650,   0.7677,   1.3243,   0.1673,   0.3436,   0.5011,   0.6863,   1.1062,   0.1742,   0.3527,   0.4802,   0.6552,   1.1574,   0.1705,   0.3413,   0.4730,   0.6968,   1.0412,   0.1667,   0.3503,   0.5093,   0.6707,   1.1496
201110,   0.1763,   0.3917,   0.5686,   0.7640,   1.3162,   0.1670,   0.3426,   0.5020,   0.6865,   1.1054,   0.1727,   0.3516,   0.4806,   0.6579,   1.1497,   0.1690,   0.3400,   0.4734,   0.6964,   1.0339,   0.1659,   0.3500,   0.5099,   0.6690,   1.1326
201111,   0.1757,   0.3887,   0.5676,   0.7585,   1.3022,   0.1675,   0.3416,   0.4995,   0.6881,   1.1025,   0.1742,   0.3515,   0.4808,   0.6541,   1.1514,   0.1697,   0.3407,   0.4731,   0.6969,   1.0363,   0.1672,   0.3519,   0.5095,   0.6705,   1.1352
201112,   0.1726,   0.3884,   0.5668,   0.7548,   1.2968,   0.1667,   0.3405,   0.4987,   0.6885,   1.0883,   0.1749,   0.3510,   0.4809,   0.6560,   1.1470,   0.1674,   0.3405,   0.4726,   0.6952,   1.0355,   0.1666,   0.3517,   0.5086,   0.6684,   1.1170
201201,   0.1730,   0.3858,   0.5653,   0.7558,   1.2999,   0.1679,   0.3392,   0.5004,   0.6868,   1.0863,   0.1757,   0.3504,   0.4808,   0.6623,   1.1504,   0.1717,   0.3405,   0.4751,   0.6970,   1.0325,   0.1660,   0.3510,   0.5098,   0.6660,   1.1143
201202,   0.1755,   0.3869,   0.5704,   0.7579,   1.3121,   0.1678,   0.3390,   0.5009,   0.6865,   1.0869,   0.1749,   0.3523,   0.4816,   0.6605,   1.1519,   0.1700,   0.3413,   0.4776,   0.6983,   1.0392,   0.1670,   0.3520,   0.5093,   0.6691,   1.1319
201203,   0.1726,   0.3897,   0.5715,   0.7579,   1.3077,   0.1671,   0.3382,   0.5013,   0.6878,   1.0838,   0.1754,   0.3522,   0.4804,   0.6605,   1.1374,   0.1695,   0.3410,   0.4763,   0.6980,   1.0620,   0.1665,   0.3518,   0.5098,   0.6686,   1.1404
201204,   0.1730,   0.3891,   0.5714,   0.7575,   1.3029,   0.1662,   0.3387,   0.5017,   0.6885,   1.0865,   0.1752,   0.3536,   0.4813,   0.6603,   1.1362,   0.1690,   0.3406,   0.4788,   0.7009,   1.0609,   0.1656,   0.3513,   0.5105,   0.6691,   1.1518
201205,   0.1733,   0.3872,   0.5657,   0.7556,   1.3020,   0.1649,   0.3374,   0.5006,   0.6811,   1.0873,   0.1760,   0.3530,   0.4798,   0.6608,   1.1331,   0.1686,   0.3411,   0.4773,   0.6986,   1.0535,   0.1649,   0.3517,   0.5098,   0.6679,   1.1435
201206,   0.1722,   0.3893,   0.5639,   0.7566,   1.3036,   0.1625,   0.3367,   0.5033,   0.6788,   1.0852,   0.1766,   0.3533,   0.4822,   0.6617,   1.1223,   0.1694,   0.3405,   0.4767,   0.6992,   1.0460,   0.1645,   0.3502,   0.5098,   0.6662,   1.1382
201207,   0.1931,   0.4191,   0.5992,   0.8179,   1.4300,   0.1880,   0.3986,   0.5891,   0.7798,   1.3324,   0.1922,   0.4023,   0.5619,   0.8038,   1.4482,   0.1873,   0.3711,   0.5736,   0.7737,   1.3430,   0.1841,   0.3951,   0.5393,   0.7662,   1.5282
201208,   0.1924,   0.4253,   0.5985,   0.8133,   1.4242,   0.1869,   0.3987,   0.5821,   0.7769,   1.3440,   0.1956,   0.4032,   0.5582,   0.8027,   1.4353,   0.1870,   0.3713,   0.5716,   0.7727,   1.3296,   0.1842,   0.3955,   0.5399,   0.7666,   1.5185
201209,   0.1936,   0.4230,   0.5971,   0.8132,   1.4304,   0.1905,   0.4001,   0.5797,   0.7782,   1.3616,   0.1954,   0.4032,   0.5596,   0.8016,   1.4242,   0.1870,   0.3715,   0.5705,   0.7702,   1.3356,   0.1838,   0.3956,   0.5398,   0.7667,   1.5278
201210,   0.1920,   0.4210,   0.5933,   0.8128,   1.4423,   0.1910,   0.4003,   0.5804,   0.7853,   1.3651,   0.1949,   0.4044,   0.5599,   0.8045,   1.4273,   0.1877,   0.3713,   0.5706,   0.7678,   1.3348,   0.1837,   0.3961,   0.5394,   0.7663,   1.5372
201211,   0.1936,   0.4179,   0.5969,   0.8086,   1.4437,   0.1916,   0.3999,   0.5799,   0.7846,   1.3758,   0.1939,   0.4044,   0.5618,   0.8015,   1.4411,   0.1883,   0.3710,   0.5714,   0.7663,   1.3492,   0.1851,   0.3956,   0.5404,   0.7645,   1.5554
201212,   0.1931,   0.4200,   0.5951,   0.8061,   1.4333,   0.1902,   0.3974,   0.5824,   0.7856,   1.3151,   0.1944,   0.4063,   0.5608,   0.8035,   1.4248,   0.1889,   0.3717,   0.5676,   0.7658,   1.3427,   0.1848,   0.3953,   0.5397,   0.7631,   1.5556
201301,   0.1927,   0.4222,   0.5964,   0.8073,   1.4346,   0.1911,   0.3975,   0.5838,   0.7853,   1.3324,   0.1941,   0.4028,   0.5604,   0.8032,   1.4409,   0.1891,   0.3719,   0.5706,   0.7672,   1.3620,   0.1859,   0.3954,   0.5403,   0.7639,   1.5791
201302,   0.1919,   0.4247,   0.5972,   0.8095,   1.4416,   0.1906,   0.3971,   0.5833,   0.7840,   1.3274,   0.1924,   0.4011,   0.5592,   0.8013,   1.4392,   0.1896,   0.3717,   0.5696,   0.7661,   1.3736,   0.1872,   0.3961,   0.5400,   0.7672,   1.5700
201303,   0.1941,   0.4253,   0.5953,   0.8105,   1.4465,   0.1924,   0.3961,   0.5822,   0.7834,   1.3326,   0.1923,   0.4013,   0.5579,   0.8018,   1.4332,   0.1892,   0.3718,   0.5646,   0.7671,   1.3623,   0.1875,   0.3955,   0.5394,   0.7667,   1.5643
201304,   0.1918,   0.4236,   0.5945,   0.8073,   1.4481,   0.1892,   0.3947,   0.5806,   0.7820,   1.3440,   0.1916,   0.4015,   0.5579,   0.8045,   1.4228,   0.1900,   0.3718,   0.5630,   0.7680,   1.3786,   0.1877,   0.3953,   0.5391,   0.7668,   1.5703
201305,   0.1898,   0.4192,   0.5922,   0.8085,   1.4424,   0.1885,   0.3953,   0.5831,   0.7799,   1.3777,   0.1916,   0.4010,   0.5569,   0.8083,   1.4293,   0.1895,   0.3716,   0.5608,   0.7678,   1.3963,   0.1879,   0.3954,   0.5387,   0.7656,   1.5712
201306,   0.1931,   0.4180,   0.5978,   0.8188,   1.4637,   0.1887,   0.3962,   0.5867,   0.7836,   1.3949,   0.1914,   0.3983,   0.5572,   0.8029,   1.4266,   0.1902,   0.3721,   0.5614,   0.7685,   1.4010,   0.1878,   0.3949,   0.5389,   0.7683,   1.5834
201307,   0.1565,   0.3427,   0.5015,   0.6919,   1.1208,   0.1595,   0.3242,   0.4750,   0.6727,   1.1234,   0.1414,   0.3295,   0.4631,   0.6788,   1.1024,   0.1618,   0.3181,   0.4775,   0.6352,   1.0793,   0.1703,   0.3152,   0.4669,   0.6365,   1.1046
201308,   0.1573,   0.3411,   0.5043,   0.6930,   1.1264,   0.1597,   0.3248,   0.4743,   0.6723,   1.1218,   0.1404,   0.3302,   0.4626,   0.6798,   1.1010,   0.1612,   0.3181,   0.4771,   0.6344,   1.0839,   0.1715,   0.3160,   0.4669,   0.6358,   1.1089
201309,   0.1579,   0.3439,   0.5016,   0.6905,   1.1340,   0.1578,   0.3237,   0.4742,   0.6711,   1.1294,   0.1402,   0.3316,   0.4621,   0.6850,   1.1083,   0.1601,   0.3178,   0.4774,   0.6345,   1.0924,   0.1730,   0.3156,   0.4676,   0.6357,   1.1097
201310,   0.1581,   0.3412,   0.4988,   0.6891,   1.1351,   0.1570,   0.3286,   0.4724,   0.6697,   1.1292,   0.1387,   0.3310,   0.4619,   0.6842,   1.1041,   0.1599,   0.3177,   0.4772,   0.6347,   1.0974,   0.1716,   0.3154,   0.4681,   0.6348,   1.1061
201311,   0.1583,   0.3402,   0.4983,   0.6899,   1.1419,   0.1581,   0.3313,   0.4739,   0.6677,   1.1296,   0.1401,   0.3313,   0.4621,   0.6924,   1.1041,   0.1603,   0.3176,   0.4786,   0.6332,   1.1032,   0.1720,   0.3149,   0.4686,   0.6344,   1.1043
201312,   0.1562,   0.3412,   0.4979,   0.6877,   1.1369,   0.1567,   0.3301,   0.4749,   0.6682,   1.1138,   0.1391,   0.3310,   0.4618,   0.6884,   1.1041,   0.1602,   0.3177,   0.4778,   0.6343,   1.1010,   0.1722,   0.3146,   0.4687,   0.6324,   1.1075
201401,   0.1560,   0.3431,   0.4973,   0.6871,   1.1353,   0.1559,   0.3316,   0.4735,   0.6696,   1.1207,   0.1383,   0.3309,   0.4632,   0.6890,   1.1030,   0.1607,   0.3186,   0.4786,   0.6331,   1.1043,   0.1726,   0.3156,   0.4688,   0.6314,   1.1038
201402,   0.1557,   0.3462,   0.4971,   0.6888,   1.1514,   0.1539,   0.3263,   0.4757,   0.6664,   1.1202,   0.1352,   0.3315,   0.4635,   0.6796,   1.1032,   0.1602,   0.3191,   0.4772,   0.6355,   1.1018,   0.1721,   0.3151,   0.4686,   0.6319,   1.1080
201403,   0.1565,   0.3458,   0.4982,   0.6839,   1.1585,   0.1523,   0.3253,   0.4743,   0.6659,   1.1126,   0.1356,   0.3312,   0.4626,   0.6775,   1.1068,   0.1600,   0.3198,   0.4769,   0.6349,   1.1000,   0.1723,   0.3156,   0.4685,   0.6315,   1.1062
201404,   0.1581,   0.3431,   0.5023,   0.6852,   1.1567,   0.1540,   0.3249,   0.4751,   0.6665,   1.1136,   0.1377,   0.3318,   0.4631,   0.6800,   1.1164,   0.1615,   0.3201,   0.4771,   0.6349,   1.1059,   0.1735,   0.3153,   0.4684,   0.6325,   1.1034
201405,   0.1606,   0.3426,   0.5007,   0.6871,   1.1525,   0.1561,   0.3248,   0.4762,   0.6652,   1.1100,   0.1400,   0.3327,   0.4644,   0.6793,   1.1220,   0.1638,   0.3207,   0.4765,   0.6386,   1.1087,   0.1751,   0.3158,   0.4688,   0.6335,   1.0991
201406,   0.1600,   0.3416,   0.5003,   0.6850,   1.1430,   0.1547,   0.3222,   0.4754,   0.6632,   1.0911,   0.1397,   0.3320,   0.4649,   0.6755,   1.1262,   0.1633,   0.3205,   0.4755,   0.6365,   1.1010,   0.1759,   0.3153,   0.4683,   0.6329,   1.0957
201407,   0.1566,   0.3177,   0.4615,   0.6537,   1.0683,   0.1368,   0.2842,   0.4163,   0.5912,   0.9537,   0.1322,   0.2816,   0.3988,   0.5614,   0.9743,   0.1372,   0.2721,   0.3929,   0.5698,   0.8707,   0.1318,   0.2595,   0.4060,   0.5577,   0.9200
201408,   0.1568,   0.3187,   0.4592,   0.6534,   1.0658,   0.1360,   0.2850,   0.4159,   0.5921,   0.9505,   0.1345,   0.2824,   0.3982,   0.5619,   0.9851,   0.1384,   0.2720,   0.3926,   0.5703,   0.8677,   0.1316,   0.2593,   0.4065,   0.5567,   0.9228
201409,   0.1563,   0.3190,   0.4605,   0.6540,   1.0616,   0.1352,   0.2834,   0.4163,   0.5918,   0.9516,   0.1339,   0.2826,   0.3983,   0.5610,   0.9803,   0.1384,   0.2727,   0.3928,   0.5699,   0.8666,   0.1308,   0.2592,   0.4065,   0.5553,   0.9228
201410,   0.1554,   0.3181,   0.4603,   0.6510,   1.0562,   0.1344,   0.2834,   0.4152,   0.5914,   0.9385,   0.1353,   0.2846,   0.3981,   0.5636,   0.9736,   0.1384,   0.2726,   0.3922,   0.5710,   0.8692,   0.1307,   0.2594,   0.4067,   0.5554,   0.9259
201411,   0.1541,   0.3179,   0.4598,   0.6497,   1.0484,   0.1348,   0.2844,   0.4150,   0.5942,   0.9358,   0.1359,   0.2851,   0.3978,   0.5629,   0.9690,   0.1384,   0.2740,   0.3916,   0.5737,   0.8735,   0.1307,   0.2589,   0.4065,   0.5558,   0.9261
201412,   0.1542,   0.3176,   0.4619,   0.6506,   1.0527,   0.1346,   0.2847,   0.4148,   0.5944,   0.9430,   0.1360,   0.2856,   0.3978,   0.5621,   0.9693,   0.1388,   0.2747,   0.3911,   0.5749,   0.8694,   0.1310,   0.2589,   0.4066,   0.5551,   0.9249
201501,   0.1547,   0.3173,   0.4625,   0.6463,   1.0472,   0.1365,   0.2842,   0.4150,   0.5931,   0.9408,   0.1366,   0.2857,   0.3979,   0.5665,   0.9634,   0.1395,   0.2750,   0.3910,   0.5788,   0.8685,   0.1316,   0.2594,   0.4061,   0.5548,   0.9260
201502,   0.1533,   0.3158,   0.4585,   0.6468,   1.0481,   0.1348,   0.2841,   0.4142,   0.5937,   0.9372,   0.1379,   0.2854,   0.3959,   0.5666,   0.9598,   0.1391,   0.2743,   0.3903,   0.5770,   0.8654,   0.1305,   0.2588,   0.4067,   0.5539,   0.9148
201503,   0.1533,   0.3166,   0.4582,   0.6491,   1.0493,   0.1346,   0.2838,   0.4160,   0.5965,   0.9420,   0.1375,   0.2848,   0.3977,   0.5656,   0.9640,   0.1385,   0.2733,   0.3909,   0.5775,   0.8695,   0.1303,   0.2582,   0.4070,   0.5558,   0.9208
201504,   0.1537,   0.3145,   0.4597,   0.6504,   1.0461,   0.1338,   0.2825,   0.4169,   0.5975,   0.9365,   0.1391,   0.2851,   0.3977,   0.5659,   0.9571,   0.1383,   0.2736,   0.3898,   0.5768,   0.8683,   0.1307,   0.2585,   0.4070,   0.5565,   0.9214
201505,   0.1536,   0.3161,   0.4611,   0.6489,   1.0464,   0.1346,   0.2832,   0.4168,   0.5974,   0.9345,   0.1377,   0.2850,   0.3956,   0.5671,   0.9589,   0.1393,   0.2733,   0.3894,   0.5771,   0.8682,   0.1297,   0.2580,   0.4075,   0.5550,   0.9241
201506,   0.1522,   0.3172,   0.4590,   0.6462,   1.0398,   0.1340,   0.2818,   0.4165,   0.5987,   0.9290,   0.1381,   0.2839,   0.3941,   0.5652,   0.9620,   0.1385,   0.2738,   0.3877,   0.5768,   0.8779,   0.1291,   0.2579,   0.4075,   0.5541,   0.9265
201507,   0.1560,   0.2969,   0.4626,   0.6592,   1.2653,   0.1175,   0.2828,   0.4310,   0.6362,   1.0477,   0.1202,   0.2626,   0.4000,   0.6241,   1.1374,   0.1194,   0.2610,   0.4202,   0.5994,   1.0318,   0.1211,   0.2853,   0.4265,   0.6883,   1.0004
201508,   0.1563,   0.2955,   0.4580,   0.6562,   1.1929,   0.1161,   0.2817,   0.4288,   0.6320,   1.0345,   0.1188,   0.2619,   0.3993,   0.6225,   1.1261,   0.1195,   0.2605,   0.4209,   0.5984,   1.0247,   0.1198,   0.2845,   0.4260,   0.6858,   1.0019
201509,   0.1568,   0.2950,   0.4583,   0.6559,   1.2639,   0.1182,   0.2809,   0.4284,   0.6326,   1.0401,   0.1201,   0.2621,   0.4003,   0.6224,   1.1114,   0.1198,   0.2608,   0.4210,   0.5981,   1.0213,   0.1196,   0.2849,   0.4264,   0.6852,   1.0019
201510,   0.1557,   0.2961,   0.4598,   0.6540,   1.1885,   0.1172,   0.2808,   0.4289,   0.6319,   1.0183,   0.1214,   0.2613,   0.4035,   0.6210,   1.0937,   0.1200,   0.2604,   0.4197,   0.5993,   1.0130,   0.1201,   0.2850,   0.4268,   0.6851,   1.0005
201511,   0.1551,   0.2973,   0.4606,   0.6509,   1.1736,   0.1169,   0.2807,   0.4305,   0.6317,   1.0309,   0.1208,   0.2617,   0.4040,   0.6222,   1.0980,   0.1204,   0.2615,   0.4200,   0.5990,   1.0166,   0.1198,   0.2843,   0.4271,   0.6857,   1.0024
201512,   0.1578,   0.2971,   0.4583,   0.6482,   1.1607,   0.1170,   0.2790,   0.4287,   0.6317,   1.0193,   0.1197,   0.2602,   0.4037,   0.6218,   1.1010,   0.1200,   0.2612,   0.4209,   0.5994,   1.0071,   0.1194,   0.2839,   0.4278,   0.6850,   1.0010
201601,   0.1590,   0.2974,   0.4595,   0.6484,   1.1311,   0.1179,   0.2774,   0.4297,   0.6307,   1.0080,   0.1211,   0.2597,   0.4037,   0.6230,   1.0859,   0.1199,   0.2611,   0.4218,   0.6001,   1.0049,   0.1188,   0.2839,   0.4277,   0.6846,   1.0001
201602,   0.1575,   0.2980,   0.4575,   0.6490,   1.1177,   0.1193,   0.2798,   0.4337,   0.6289,   1.0073,   0.1240,   0.2591,   0.4037,   0.6245,   1.0712,   0.1207,   0.2615,   0.4241,   0.6023,   0.9999,   0.1193,   0.2831,   0.4301,   0.6852,   0.9963
201603,   0.1573,   0.2984,   0.4590,   0.6487,   1.1058,   0.1189,   0.2813,   0.4346,   0.6304,   1.0135,   0.1238,   0.2601,   0.4046,   0.6261,   1.0653,   0.1215,   0.2626,   0.4249,   0.6027,   0.9918,   0.1194,   0.2835,   0.4304,   0.6875,   0.9922
201604,   0.1569,   0.2997,   0.4595,   0.6513,   1.1148,   0.1185,   0.2806,   0.4342,   0.6299,   1.0278,   0.1233,   0.2613,   0.4035,   0.6266,   1.0791,   0.1214,   0.2635,   0.4252,   0.6044,   0.9987,   0.1195,   0.2833,   0.4310,   0.6902,   0.9954
201605,   0.1577,   0.2995,   0.4633,   0.6517,   1.1299,   0.1186,   0.2813,   0.4372,   0.6313,   1.0285,   0.1224,   0.2615,   0.4039,   0.6261,   1.0922,   0.1205,   0.2636,   0.4251,   0.6047,   1.0071,   0.1188,   0.2821,   0.4303,   0.6908,   0.9975
201606,   0.1580,   0.2995,   0.4616,   0.6505,   1.1098,   0.1171,   0.2810,   0.4359,   0.6311,   1.0213,   0.1230,   0.2611,   0.4028,   0.6253,   1.0919,   0.1208,   0.2633,   0.4245,   0.6057,   0.9943,   0.1184,   0.2825,   0.4297,   0.6889,   0.9979
201607,   0.2058,   0.3897,   0.5568,   0.7857,   1.4272,   0.1607,   0.3417,   0.4803,   0.6971,   1.3900,   0.1536,   0.3124,   0.4685,   0.6914,   1.0905,   0.1402,   0.3065,   0.4565,   0.6633,   1.2024,   0.1295,   0.2886,   0.4274,   0.6826,   1.1520
201608,   0.2056,   0.3904,   0.5591,   0.7861,   1.4491,   0.1635,   0.3416,   0.4816,   0.6990,   1.4026,   0.1536,   0.3120,   0.4737,   0.6951,   1.0905,   0.1405,   0.3074,   0.4579,   0.6651,   1.2113,   0.1306,   0.2889,   0.4276,   0.6844,   1.1568
201609,   0.2084,   0.3902,   0.5632,   0.7851,   1.4502,   0.1637,   0.3413,   0.4823,   0.7040,   1.4824,   0.1525,   0.3121,   0.4747,   0.6970,   1.0957,   0.1412,   0.3080,   0.4594,   0.6677,   1.2222,   0.1315,   0.2893,   0.4289,   0.6875,   1.1709
